Time (s),DX_32mm X-position (mm),DX_33mm X-position (mm),DX_34mm X-position (mm),DX_35mm X-position (mm),DX_36mm X-position (mm),DX_37mm X-position (mm),DX_38mm X-position (mm),DX_39mm X-position (mm),DX_40mm X-position (mm),DX_41mm X-position (mm),DX_42mm X-position (mm),DX_43mm X-position (mm),DX_44mm X-position (mm)
0.2518,293.136,651.992,240.207,189.735,261.384,235.169,166.698,214.167,214.268,226.456,204.68,314.301,261.922
0.2519,292.59,651.967,239.687,189.221,260.851,234.673,166.104,213.556,213.658,225.946,204.169,313.685,261.343
0.252,292.069,651.992,239.15,188.732,260.337,234.204,165.521,213.041,213.081,225.283,203.652,313.164,260.817
0.2521,291.509,651.99,238.599,188.212,259.731,233.631,164.992,212.533,212.535,224.712,203.093,312.624,260.293
0.2522,290.967,651.99,238.088,187.588,259.096,232.952,164.413,211.927,211.944,224.209,202.529,312.031,259.702
0.2523,290.515,651.992,237.502,187.116,258.613,232.451,163.858,211.248,211.295,223.671,201.992,311.434,259.086
0.2524,290.048,651.967,237.007,186.622,258.112,232.003,163.295,210.746,210.778,223.058,201.445,310.87,258.57
0.2525,289.459,651.994,236.557,186.076,257.486,231.382,162.677,210.264,210.253,222.473,200.853,310.314,258.097
0.2526,288.877,651.993,236.004,185.513,256.872,230.765,162.114,209.666,209.608,221.901,200.379,309.731,257.492
0.2527,288.423,652.002,235.385,185.032,256.343,230.273,161.584,209.065,209.013,221.349,199.83,309.221,256.916
0.2528,287.947,651.975,234.882,184.546,255.836,229.771,161.046,208.509,208.478,220.807,199.261,308.598,256.372
0.2529,287.417,651.957,234.429,184.032,255.205,229.144,160.441,207.958,207.948,220.252,198.686,307.998,255.84
0.253,286.816,651.993,233.898,183.479,254.643,228.6,159.855,207.383,207.305,219.638,198.183,307.497,255.275
0.2531,286.28,651.994,233.295,182.981,254.083,228.068,159.356,206.86,206.747,219.053,197.699,306.973,254.739
0.2532,285.837,651.982,232.774,182.495,253.514,227.481,158.758,206.256,206.174,218.577,197.056,306.357,254.155
0.2533,285.293,651.966,232.29,181.924,252.964,226.913,158.209,205.65,205.576,218.031,196.471,305.732,253.575
0.2534,284.739,651.982,231.777,181.448,252.452,226.443,157.67,205.116,205.028,217.405,195.96,305.207,253.019
0.2535,284.2,651.982,231.211,181.002,251.888,225.945,157.135,204.617,204.477,216.806,195.429,304.674,252.481
0.2536,283.712,651.983,230.686,180.505,251.269,225.235,156.511,204.005,203.898,216.281,194.892,304.06,251.924
0.2537,283.14,651.984,230.168,179.899,250.726,224.71,155.982,203.326,203.256,215.739,194.337,303.445,251.31
0.2538,282.648,651.984,229.632,179.368,250.232,224.247,155.469,202.804,202.76,215.168,193.786,302.932,250.801
0.2539,282.175,652.002,229.094,178.902,249.691,223.726,154.809,202.287,202.197,214.579,193.167,302.412,250.3
0.254,281.619,651.992,228.626,178.426,248.998,223.035,154.247,201.707,201.592,214.035,192.665,301.796,249.713
0.2541,281.046,651.973,228.073,177.84,248.476,222.518,153.728,201.102,200.997,213.435,192.137,301.193,249.109
0.2542,280.573,651.992,227.458,177.294,248.004,222.016,153.213,200.537,200.449,212.908,191.551,300.676,248.585
0.2543,280.085,651.983,226.969,176.772,247.41,221.435,152.63,199.991,199.882,212.383,190.9,300.109,248.074
0.2544,279.585,651.982,226.489,176.277,246.789,220.891,152.028,199.425,199.303,211.723,190.381,299.529,247.505
